destination,year,month,month_name,predicted_tourist_arrivals,predicted_foreign_visitors,predicted_local_visitors,confidence_lower,confidence_upper,estimated_revenue_lkr,estimated_foreign_revenue_lkr,estimated_local_revenue_lkr,national_arrivals,national_lower,national_upper,model_used,mape_pct,forecast_horizon_years,calibration_basis,data_source
Nuwara Eliya,2030,9,September,41812,18104,23708,29268,54355,106684400,99572000,7112400,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,9,September,65992,28573,37419,46194,85789,168377200,157151500,11225700,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,9,September,13936,6034,7902,9755,18116,35557600,33187000,2370600,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,9,September,49494,21430,28064,34645,64342,126284200,117865000,8419200,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,9,September,31174,13498,17676,21821,40526,79541800,74239000,5302800,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,9,September,51791,22424,29367,36253,67328,132142100,123332000,8810100,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,9,September,64866,28086,36780,45406,84325,165507000,154473000,11034000,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,9,September,35366,15313,20053,24756,45975,90237400,84221500,6015900,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,9,September,31283,13545,17738,21898,40667,79818900,74497500,5321400,331801,58286,605315,SARIMA,6.78,5,sltda_district_telecom,forecast
Sigiriya,2030,10,October,128770,82854,45916,90139,167401,528160014,523711300,4448713,338781,59888,617674,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,10,October,135891,88802,47089,95123,176658,591044622,584440822,6603799,338781,59888,617674,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,10,October,37895,7361,30534,26526,49263,57957540,53544722,4412817,338781,59888,617674,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,10,October,27403,16377,11026,19182,35623,126294036,124661609,1632427,338781,59888,617674,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,10,October,37446,24346,13100,26212,48679,124054730,121614719,2440010,338781,59888,617674,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,10,October,18284,15260,3024,12798,23769,33716112,33419808,296304,338781,59888,617674,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,10,October,23500,2066,21434,16450,30550,3461047,2398808,1062238,338781,59888,617674,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,10,October,12877,4150,8727,9013,16740,23781098,22593230,1187867,338781,59888,617674,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,10,October,88826,37624,51202,62178,115473,222292600,206932000,15360600,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,10,October,56358,23872,32486,39450,73265,141041800,131296000,9745800,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,10,October,120536,51056,69480,84375,156696,301652000,280808000,20844000,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Nuwara Eliya,2030,10,October,43639,18484,25155,30547,56730,109208500,101662000,7546500,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,10,October,68878,29175,39703,48214,89541,172373400,160462500,11910900,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,10,October,14546,6161,8385,10182,18909,36401000,33885500,2515500,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,10,October,51658,21881,29777,36160,67155,129278600,120345500,8933100,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,10,October,32537,13782,18755,22775,42298,81427500,75801000,5626500,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,10,October,54055,22896,31159,37838,70271,135275700,125928000,9347700,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,10,October,67701,28676,39025,47390,88011,169425500,157718000,11707500,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,10,October,36912,15635,21277,25838,47985,92375600,85992500,6383100,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,10,October,32650,13830,18820,22855,42445,81711000,76065000,5646000,338781,59888,617674,SARIMA,6.78,5,sltda_district_telecom,forecast
Sigiriya,2030,11,November,147364,94387,52977,103154,191573,601743004,596610163,5132840,385936,101766,670106,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,11,November,155495,101163,54332,108846,202143,673412980,665793416,7619563,385936,101766,670106,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,11,November,43616,8386,35230,30531,56700,66092176,61000685,5091490,385936,101766,670106,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,11,November,31377,18656,12721,21963,40790,143892717,142009341,1883376,385936,101766,670106,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,11,November,42850,27735,15115,29994,55705,141358997,138543672,2815324,385936,101766,670106,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,11,November,20874,17385,3489,14611,27136,38415482,38073615,341866,385936,101766,670106,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,11,November,27083,2353,24730,18958,35207,3957625,2732041,1225584,385936,101766,670106,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,11,November,14797,4728,10069,10357,19236,27110483,25739950,1370532,385936,101766,670106,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,11,November,101937,42861,59076,71355,132518,253458300,235735500,17722800,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,11,November,64678,27195,37483,45274,84081,160817400,149572500,11244900,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,11,November,138328,58162,80166,96829,179826,343940800,319891000,24049800,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Nuwara Eliya,2030,11,November,50081,21057,29024,35056,65105,124520700,115813500,8707200,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,11,November,79044,33235,45809,55330,102757,196535200,182792500,13742700,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,11,November,16693,7019,9674,11685,21700,41506700,38604500,2902200,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,11,November,59282,24926,34356,41497,77066,147399800,137093000,10306800,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,11,November,37340,15700,21640,26138,48542,92842000,86350000,6492000,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,11,November,62034,26083,35951,43423,80644,154241800,143456500,10785300,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,11,November,77695,32668,45027,54386,101003,193182100,179674000,13508100,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,11,November,42360,17811,24549,29651,55068,105325200,97960500,7364700,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,11,November,37470,15755,21715,26229,48711,93167000,86652500,6514500,385936,101766,670106,SARIMA,6.78,5,sltda_district_telecom,forecast
Sigiriya,2030,12,December,180810,110278,70532,126566,235053,703889191,697055480,6833711,450911,161561,740262,SARIMA,6.78,5,official_ticket_count,forecast
Yala,2030,12,December,190529,118194,72335,133370,247687,788025432,777881112,10144319,450911,161561,740262,SARIMA,6.78,5,official_ticket_count,forecast
Horton Plains,2030,12,December,56700,9797,46903,39690,73710,78042944,71264454,6778489,450911,161561,740262,SARIMA,6.78,5,official_ticket_count,forecast
Polonnaruwa,2030,12,December,38734,21797,16937,27113,50354,168426177,165918611,2507566,450911,161561,740262,SARIMA,6.78,5,official_ticket_count,forecast
Anuradhapura,2030,12,December,52527,32404,20123,36768,68285,165614681,161866564,3748116,450911,161561,740262,SARIMA,6.78,5,official_ticket_count,forecast
Mirissa,2030,12,December,24956,20311,4645,17469,32442,44936770,44481633,455136,450911,161561,740262,SARIMA,6.78,5,official_ticket_count,forecast
Jaffna,2030,12,December,35675,2750,32925,24972,46377,4824710,3192993,1631716,450911,161561,740262,SARIMA,6.78,5,official_ticket_count,forecast
Trincomalee,2030,12,December,18929,5524,13405,13250,24607,31898104,30073495,1824608,450911,161561,740262,SARIMA,6.78,5,official_ticket_count,forecast
Kandy,2030,12,December,128728,50077,78651,90109,167346,299018800,275423500,23595300,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
Dambulla,2030,12,December,81676,31773,49903,57173,106178,189722400,174751500,14970900,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
Galle Fort,2030,12,December,174683,67954,106729,122278,227087,405765700,373747000,32018700,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
Nuwara Eliya,2030,12,December,63244,24603,38641,44270,82217,146908800,135316500,11592300,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
Unawatuna,2030,12,December,99819,38831,60988,69873,129764,231866900,213570500,18296400,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
Adams Peak,2030,12,December,21081,8201,12880,14756,27405,48969500,45105500,3864000,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
Bentota,2030,12,December,74864,29123,45741,52404,97323,173898800,160176500,13722300,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
Arugam Bay,2030,12,December,47153,18343,28810,33007,61298,109529500,100886500,8643000,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
Colombo,2030,12,December,78338,30475,47863,54836,101839,181971400,167612500,14358900,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
Negombo,2030,12,December,98115,38168,59947,68680,127549,227908100,209924000,17984100,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
Ella,2030,12,December,53494,20810,32684,37445,69542,124260200,114455000,9805200,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
Pinnawala,2030,12,December,47317,18407,28910,33121,61512,109911500,101238500,8673000,450911,161561,740262,SARIMA,6.78,5,sltda_district_telecom,forecast
