destination,year,month,month_name,predicted_tourist_arrivals,predicted_foreign_visitors,predicted_local_visitors,confidence_lower,confidence_upper,estimated_revenue_lkr,estimated_foreign_revenue_lkr,estimated_local_revenue_lkr,national_arrivals,national_lower,national_upper,model_used,mape_pct,forecast_horizon_years,calibration_basis,data_source
Yala,2029,3,March,151387,96469,54918,113540,189233,642602104,634900359,7701745,368030,194536,541524,SARIMA,6.78,4,official_ticket_count,forecast
Horton Plains,2029,3,March,43606,7996,35610,32704,54507,63310191,58163782,5146408,368030,194536,541524,SARIMA,6.78,4,official_ticket_count,forecast
Polonnaruwa,2029,3,March,30650,17791,12859,22987,38312,137328775,135424967,1903808,368030,194536,541524,SARIMA,6.78,4,official_ticket_count,forecast
Anuradhapura,2029,3,March,41726,26448,15278,31294,52157,134960452,132114766,2845685,368030,194536,541524,SARIMA,6.78,4,official_ticket_count,forecast
Mirissa,2029,3,March,20105,16578,3527,15078,25131,36651854,36306263,345590,368030,194536,541524,SARIMA,6.78,4,official_ticket_count,forecast
Jaffna,2029,3,March,27241,2244,24997,20430,34051,3844298,2605482,1238816,368030,194536,541524,SARIMA,6.78,4,official_ticket_count,forecast
Trincomalee,2029,3,March,14686,4509,10177,11014,18357,25932914,24547681,1385232,368030,194536,541524,SARIMA,6.78,4,official_ticket_count,forecast
Kandy,2029,3,March,100587,40873,59714,75440,125733,242715700,224801500,17914200,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Dambulla,2029,3,March,63821,25933,37888,47865,79776,153997900,142631500,11366400,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Galle Fort,2029,3,March,136495,55464,81031,102371,170618,329361300,305052000,24309300,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Nuwara Eliya,2029,3,March,49417,20080,29337,37062,61771,119241100,110440000,8801100,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Unawatuna,2029,3,March,77996,31693,46303,58497,97495,188202400,174311500,13890900,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Adams Peak,2029,3,March,16472,6693,9779,12354,20590,39745200,36811500,2933700,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Bentota,2029,3,March,58497,23770,34727,43872,73121,141153100,130735000,10418100,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Arugam Bay,2029,3,March,36845,14972,21873,27633,46056,88907900,82346000,6561900,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Colombo,2029,3,March,61212,24873,36339,45909,76515,147703200,136801500,10901700,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Negombo,2029,3,March,76665,31152,45513,57498,95831,184989900,171336000,13653900,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Ella,2029,3,March,41799,16985,24814,31349,52248,100861700,93417500,7444200,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Pinnawala,2029,3,March,36973,15024,21949,27729,46216,89216700,82632000,6584700,368030,194536,541524,SARIMA,6.78,4,sltda_district_telecom,forecast
Sigiriya,2029,4,April,118716,76942,41774,89037,148395,490389582,486342178,4047403,314608,135510,493706,SARIMA,6.78,4,official_ticket_count,forecast
Yala,2029,4,April,125308,82466,42842,93981,156635,548749316,542741119,6008196,314608,135510,493706,SARIMA,6.78,4,official_ticket_count,forecast
Horton Plains,2029,4,April,34616,6836,27780,25962,43270,53740621,49725815,4014805,314608,135510,493706,SARIMA,6.78,4,official_ticket_count,forecast
Polonnaruwa,2029,4,April,25239,15208,10031,18929,31548,117248304,115763189,1485115,314608,135510,493706,SARIMA,6.78,4,official_ticket_count,forecast
Anuradhapura,2029,4,April,34527,22609,11918,25895,43158,115157795,112937944,2219850,314608,135510,493706,SARIMA,6.78,4,official_ticket_count,forecast
Mirissa,2029,4,April,16922,14171,2751,12691,21152,31304424,31034869,269554,314608,135510,493706,SARIMA,6.78,4,official_ticket_count,forecast
Jaffna,2029,4,April,21418,1918,19500,16063,26772,3193360,2226967,966392,314608,135510,493706,SARIMA,6.78,4,official_ticket_count,forecast
Trincomalee,2029,4,April,11793,3854,7939,8844,14741,22062371,20981761,1080609,314608,135510,493706,SARIMA,6.78,4,official_ticket_count,forecast
Kandy,2029,4,April,81523,34940,46583,61142,101903,206144900,192170000,13974900,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Dambulla,2029,4,April,51725,22169,29556,38793,64656,130796300,121929500,8866800,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Galle Fort,2029,4,April,110626,47413,63213,82969,138282,279735400,260771500,18963900,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Nuwara Eliya,2029,4,April,40051,17165,22886,30038,50063,101273300,94407500,6865800,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Unawatuna,2029,4,April,63214,27093,36121,47410,79017,159847800,149011500,10836300,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Adams Peak,2029,4,April,13349,5721,7628,10011,16686,33753900,31465500,2288400,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Bentota,2029,4,April,47410,20319,27091,35557,59262,119881800,111754500,8127300,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Arugam Bay,2029,4,April,29861,12798,17063,22395,37326,75507900,70389000,5118900,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Colombo,2029,4,April,49610,21262,28348,37207,62012,125445400,116941000,8504400,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Negombo,2029,4,April,62135,26630,35505,46601,77668,157116500,146465000,10651500,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Ella,2029,4,April,33877,14519,19358,25407,42346,85661900,79854500,5807400,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Pinnawala,2029,4,April,29966,12843,17123,22474,37457,75773400,70636500,5136900,314608,135510,493706,SARIMA,6.78,4,sltda_district_telecom,forecast
Sigiriya,2029,5,May,101811,67309,34502,76358,127263,428795845,425453012,3342833,275220,90688,459751,SARIMA,6.78,4,official_ticket_count,forecast
Yala,2029,5,May,107525,72141,35384,80643,134406,479750522,474788241,4962280,275220,90688,459751,SARIMA,6.78,4,official_ticket_count,forecast
Horton Plains,2029,5,May,28923,5980,22943,21692,36153,46814932,43499177,3315755,275220,90688,459751,SARIMA,6.78,4,official_ticket_count,forecast
Polonnaruwa,2029,5,May,21589,13304,8285,16191,26986,102496570,101269954,1226615,275220,90688,459751,SARIMA,6.78,4,official_ticket_count,forecast
Anuradhapura,2029,5,May,29621,19778,9843,22215,37026,100629710,98796349,1833360,275220,90688,459751,SARIMA,6.78,4,official_ticket_count,forecast
Mirissa,2029,5,May,14669,12397,2272,11001,18336,27372382,27149761,222620,275220,90688,459751,SARIMA,6.78,4,official_ticket_count,forecast
Jaffna,2029,5,May,17784,1678,16106,13338,22230,2746497,1948306,798190,275220,90688,459751,SARIMA,6.78,4,official_ticket_count,forecast
Trincomalee,2029,5,May,9929,3372,6557,7446,12411,19250180,18357680,892499,275220,90688,459751,SARIMA,6.78,4,official_ticket_count,forecast
Kandy,2029,5,May,69039,30565,38474,51779,86298,179649700,168107500,11542200,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Dambulla,2029,5,May,43804,19393,24411,32853,54755,113984800,106661500,7323300,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Galle Fort,2029,5,May,93685,41477,52208,70263,117106,243785900,228123500,15662400,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Nuwara Eliya,2029,5,May,33918,15016,18902,25438,42397,88258600,82588000,5670600,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Unawatuna,2029,5,May,53534,23701,29833,40150,66917,139305400,130355500,8949900,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Adams Peak,2029,5,May,11305,5005,6300,8478,14131,29417500,27527500,1890000,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Bentota,2029,5,May,40150,17775,22375,30112,50187,104475000,97762500,6712500,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Arugam Bay,2029,5,May,25289,11196,14093,18966,31611,65805900,61578000,4227900,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Colombo,2029,5,May,42013,18600,23413,31509,52516,109323900,102300000,7023900,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Negombo,2029,5,May,52620,23296,29324,39465,65775,136925200,128128000,8797200,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Ella,2029,5,May,28689,12701,15988,21516,35861,74651900,69855500,4796400,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Pinnawala,2029,5,May,25377,11235,14142,19032,31721,66035100,61792500,4242600,275220,90688,459751,SARIMA,6.78,4,sltda_district_telecom,forecast
Sigiriya,2029,6,June,105877,68591,37286,79407,132346,437168967,433556398,3612569,280460,90651,470270,SARIMA,6.78,4,official_ticket_count,forecast
Yala,2029,6,June,111754,73515,38239,83815,139692,489193743,483831074,5362668,280460,90651,470270,SARIMA,6.78,4,official_ticket_count,forecast
Horton Plains,2029,6,June,30889,6094,24795,23166,38611,47911835,44328425,3583409,280460,90651,470270,SARIMA,6.78,4,official_ticket_count,forecast
Polonnaruwa,2029,6,June,22510,13557,8953,16882,28137,104521303,103195788,1325514,280460,90651,470270,SARIMA,6.78,4,official_ticket_count,forecast
Anuradhapura,2029,6,June,30793,20155,10638,23094,38491,102661001,100679564,1981437,280460,90651,470270,SARIMA,6.78,4,official_ticket_count,forecast
Mirissa,2029,6,June,15089,12633,2456,11316,18861,27907257,27666608,240649,280460,90651,470270,SARIMA,6.78,4,official_ticket_count,forecast
Jaffna,2029,6,June,19115,1710,17405,14336,23893,2848028,1985461,862567,280460,90651,470270,SARIMA,6.78,4,official_ticket_count,forecast
Trincomalee,2029,6,June,10522,3436,7086,7891,13152,19670610,18706106,964504,280460,90651,470270,SARIMA,6.78,4,official_ticket_count,forecast
Kandy,2029,6,June,72725,31147,41578,54543,90906,183781900,171308500,12473400,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Dambulla,2029,6,June,46143,19762,26381,34607,57678,116605300,108691000,7914300,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Galle Fort,2029,6,June,98688,42267,56421,74016,123360,249394800,232468500,16926300,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Nuwara Eliya,2029,6,June,35729,15302,20427,26796,44661,90289100,84161000,6128100,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Unawatuna,2029,6,June,56393,24152,32241,42294,70491,142508300,132836000,9672300,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Adams Peak,2029,6,June,11909,5100,6809,8931,14886,30092700,28050000,2042700,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Bentota,2029,6,June,42294,18114,24180,31720,52867,106881000,99627000,7254000,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Arugam Bay,2029,6,June,26639,11409,15230,19979,33298,67318500,62749500,4569000,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Colombo,2029,6,June,44257,18955,25302,33192,55321,111843100,104252500,7590600,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Negombo,2029,6,June,55430,23740,31690,41572,69287,140077000,130570000,9507000,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Ella,2029,6,June,30221,12943,17278,22665,37776,76369900,71186500,5183400,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Pinnawala,2029,6,June,26732,11449,15283,20049,33415,67554400,62969500,4584900,280460,90651,470270,SARIMA,6.78,4,sltda_district_telecom,forecast
Sigiriya,2029,7,July,139775,84028,55747,104831,174718,536533250,531132029,5401220,343581,148637,538526,SARIMA,6.78,4,official_ticket_count,forecast
Yala,2029,7,July,147232,90060,57172,110424,184040,600738062,592720214,8017847,343581,148637,538526,SARIMA,6.78,4,official_ticket_count,forecast
Horton Plains,2029,7,July,44536,7465,37071,33402,55670,59658784,54301230,5357554,343581,148637,538526,SARIMA,6.78,4,official_ticket_count,forecast
Polonnaruwa,2029,7,July,29995,16609,13386,22496,37493,128409423,126427591,1981831,343581,148637,538526,SARIMA,6.78,4,official_ticket_count,forecast
Anuradhapura,2029,7,July,40596,24691,15905,30447,50745,126300556,123338086,2962470,343581,148637,538526,SARIMA,6.78,4,official_ticket_count,forecast
Mirissa,2029,7,July,19149,15477,3672,14361,23936,34254842,33895044,359798,343581,148637,538526,SARIMA,6.78,4,official_ticket_count,forecast
Jaffna,2029,7,July,28118,2095,26023,21088,35147,3722143,2432480,1289663,343581,148637,538526,SARIMA,6.78,4,official_ticket_count,forecast
Trincomalee,2029,7,July,14804,4209,10595,11103,18505,24356564,22914435,1442128,343581,148637,538526,SARIMA,6.78,4,official_ticket_count,forecast
Kandy,2029,7,July,100322,38157,62165,75241,125402,228513000,209863500,18649500,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Dambulla,2029,7,July,63652,24210,39442,47739,79565,144987600,133155000,11832600,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Galle Fort,2029,7,July,136136,51779,84357,102102,170170,310091600,284784500,25307100,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Nuwara Eliya,2029,7,July,49287,18746,30541,36965,61608,112265300,103103000,9162300,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Unawatuna,2029,7,July,77791,29588,48203,58343,97238,177194900,162734000,14460900,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Adams Peak,2029,7,July,16428,6248,10180,12321,20535,37418000,34364000,3054000,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Bentota,2029,7,July,58343,22191,36152,43757,72928,132896100,122050500,10845600,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Arugam Bay,2029,7,July,36748,13977,22771,27561,45935,83704800,76873500,6831300,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Colombo,2029,7,July,61051,23221,37830,45788,76313,139064500,127715500,11349000,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Negombo,2029,7,July,76464,29083,47381,57348,95580,174170800,159956500,14214300,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Ella,2029,7,July,41689,15856,25833,31266,52111,94957900,87208000,7749900,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Pinnawala,2029,7,July,36876,14026,22850,27657,46095,83998000,77143000,6855000,343581,148637,538526,SARIMA,6.78,4,sltda_district_telecom,forecast
Sigiriya,2029,8,August,134943,82286,52657,101207,168678,525222869,520121032,5101836,336458,136510,536406,SARIMA,6.78,4,official_ticket_count,forecast
Yala,2029,8,August,142196,88193,54003,106647,177745,588006179,580432754,7573424,336458,136510,536406,SARIMA,6.78,4,official_ticket_count,forecast
Horton Plains,2029,8,August,42327,7310,35017,31745,52908,58234450,53173743,5060707,336458,136510,536406,SARIMA,6.78,4,official_ticket_count,forecast
Polonnaruwa,2029,8,August,28908,16264,12644,21681,36135,125673430,123801453,1871976,336458,136510,536406,SARIMA,6.78,4,official_ticket_count,forecast
Anuradhapura,2029,8,August,39202,24179,15023,29401,49002,123578699,120780510,2798188,336458,136510,536406,SARIMA,6.78,4,official_ticket_count,forecast
Mirissa,2029,8,August,18624,15156,3468,13968,23280,33531855,33192045,339809,336458,136510,536406,SARIMA,6.78,4,official_ticket_count,forecast
Jaffna,2029,8,August,26633,2052,24581,19974,33291,3600753,2382553,1218199,336458,136510,536406,SARIMA,6.78,4,official_ticket_count,forecast
Trincomalee,2029,8,August,14130,4122,10008,10597,17662,23803023,22440794,1362229,336458,136510,536406,SARIMA,6.78,4,official_ticket_count,forecast
Kandy,2029,8,August,96085,37366,58719,72063,120106,223128700,205513000,17615700,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Dambulla,2029,8,August,60964,23708,37256,45723,76205,141570800,130394000,11176800,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Galle Fort,2029,8,August,130387,50706,79681,97790,162983,302787300,278883000,23904300,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Nuwara Eliya,2029,8,August,47206,18358,28848,35404,59007,109623400,100969000,8654400,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Unawatuna,2029,8,August,74506,28974,45532,55879,93132,173016600,159357000,13659600,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Adams Peak,2029,8,August,15735,6119,9616,11801,19668,36539300,33654500,2884800,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Bentota,2029,8,August,55880,21731,34149,41910,69850,129765200,119520500,10244700,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Arugam Bay,2029,8,August,35196,13687,21509,26397,43995,81731200,75278500,6452700,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Colombo,2029,8,August,58473,22739,35734,43854,73091,135784700,125064500,10720200,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Negombo,2029,8,August,73235,28480,44755,54926,91543,170066500,156640000,13426500,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Ella,2029,8,August,39929,15528,24401,29946,49911,92724300,85404000,7320300,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Pinnawala,2029,8,August,35319,13735,21584,26489,44148,82017700,75542500,6475200,336458,136510,536406,SARIMA,6.78,4,sltda_district_telecom,forecast
Sigiriya,2029,9,September,114336,72726,41610,85752,142920,463724805,459693292,4031513,297369,92540,502198,SARIMA,6.78,4,official_ticket_count,forecast
Yala,2029,9,September,120621,77947,42674,90465,150776,518984442,512999806,5984636,297369,92540,502198,SARIMA,6.78,4,official_ticket_count,forecast
Horton Plains,2029,9,September,34132,6461,27671,25599,42665,50997077,46998024,3999052,297369,92540,502198,SARIMA,6.78,4,official_ticket_count,forecast
Polonnaruwa,2029,9,September,24367,14375,9992,18275,30458,110901740,109422399,1479341,297369,92540,502198,SARIMA,6.78,4,official_ticket_count,forecast
Anuradhapura,2029,9,September,33242,21370,11872,24931,41552,108960094,106748811,2211282,297369,92540,502198,SARIMA,6.78,4,official_ticket_count,forecast
Mirissa,2029,9,September,16135,13395,2740,12101,20168,29603885,29335408,268476,297369,92540,502198,SARIMA,6.78,4,official_ticket_count,forecast
Jaffna,2029,9,September,21237,1813,19424,15927,26546,3067679,2105053,962626,297369,92540,502198,SARIMA,6.78,4,official_ticket_count,forecast
Trincomalee,2029,9,September,11551,3643,7908,8663,14438,20909435,19833045,1076389,297369,92540,502198,SARIMA,6.78,4,official_ticket_count,forecast
Kandy,2029,9,September,79426,33025,46401,59569,99282,195557800,181637500,13920300,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Dambulla,2029,9,September,50394,20954,29440,37795,62992,124079000,115247000,8832000,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Galle Fort,2029,9,September,107780,44815,62965,80835,134725,265372000,246482500,18889500,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Nuwara Eliya,2029,9,September,39021,16225,22796,29265,48776,96076300,89237500,6838800,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Unawatuna,2029,9,September,61588,25608,35980,46191,76985,151638000,140844000,10794000,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Adams Peak,2029,9,September,13006,5408,7598,9754,16257,32023400,29744000,2279400,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Bentota,2029,9,September,46191,19206,26985,34643,57738,113728500,105633000,8095500,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Arugam Bay,2029,9,September,29093,12097,16996,21819,36366,71632300,66533500,5098800,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Colombo,2029,9,September,48334,20097,28237,36250,60417,119004600,110533500,8471100,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Negombo,2029,9,September,60537,25171,35366,45402,75671,149050300,138440500,10609800,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Ella,2029,9,September,33006,13724,19282,24754,41257,81266600,75482000,5784600,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Pinnawala,2029,9,September,29195,12139,17056,21896,36493,71881300,66764500,5116800,297369,92540,502198,SARIMA,6.78,4,sltda_district_telecom,forecast
Sigiriya,2029,10,October,118583,74433,44150,88937,148228,474760666,470483057,4277609,304350,94753,513946,SARIMA,6.78,4,official_ticket_count,forecast
Yala,2029,10,October,125055,79777,45278,93791,156318,531393578,525043754,6349823,304350,94753,513946,SARIMA,6.78,4,official_ticket_count,forecast
Horton Plains,2029,10,October,35972,6613,29359,26979,44965,52346693,48103688,4243005,304350,94753,513946,SARIMA,6.78,4,official_ticket_count,forecast
Polonnaruwa,2029,10,October,25313,14712,10601,18984,31641,113557146,111987640,1569505,304350,94753,513946,SARIMA,6.78,4,official_ticket_count,forecast
Anuradhapura,2029,10,October,34468,21872,12596,25851,43085,111602569,109256434,2346135,304350,94753,513946,SARIMA,6.78,4,official_ticket_count,forecast
Mirissa,2029,10,October,16617,13709,2908,12462,20771,30308015,30023077,284938,304350,94753,513946,SARIMA,6.78,4,official_ticket_count,forecast
Jaffna,2029,10,October,22465,1856,20609,16848,28081,3176333,2154980,1021353,304350,94753,513946,SARIMA,6.78,4,official_ticket_count,forecast
Trincomalee,2029,10,October,12120,3729,8391,9090,15150,21443375,20301242,1142132,304350,94753,513946,SARIMA,6.78,4,official_ticket_count,forecast
Kandy,2029,10,October,83032,33800,49232,62274,103790,200669600,185900000,14769600,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Dambulla,2029,10,October,52683,21446,31237,39512,65853,127324100,117953000,9371100,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Galle Fort,2029,10,October,112675,45867,66808,84506,140843,272310900,252268500,20042400,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Nuwara Eliya,2029,10,October,40793,16606,24187,30594,50991,98589100,91333000,7256100,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Unawatuna,2029,10,October,64385,26209,38176,48288,80481,155602300,144149500,11452800,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Adams Peak,2029,10,October,13597,5535,8062,10197,16996,32861100,30442500,2418600,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Bentota,2029,10,October,48289,19657,28632,36216,60361,116703100,108113500,8589600,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Arugam Bay,2029,10,October,30415,12381,18034,22811,38018,73505700,68095500,5410200,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Colombo,2029,10,October,50529,20569,29960,37896,63161,122117500,113129500,8988000,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Negombo,2029,10,October,63286,25762,37524,47464,79107,152948200,141691000,11257200,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Ella,2029,10,October,34504,14046,20458,25878,43130,83390400,77253000,6137400,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Pinnawala,2029,10,October,30520,12424,18096,22890,38150,73760800,68332000,5428800,304350,94753,513946,SARIMA,6.78,4,sltda_district_telecom,forecast
Sigiriya,2029,11,November,136906,85966,50940,102679,171132,548317400,543381920,4935479,351505,137247,565763,SARIMA,6.78,4,official_ticket_count,forecast
Yala,2029,11,November,144379,92137,52242,108284,180473,613716227,606389766,7326460,351505,137247,565763,SARIMA,6.78,4,official_ticket_count,forecast
Horton Plains,2029,11,November,41512,7637,33875,31134,51890,60448041,55552377,4895664,351505,137247,565763,SARIMA,6.78,4,official_ticket_count,forecast
Polonnaruwa,2029,11,November,29224,16992,12232,21918,36530,131153963,129342984,1810979,351505,137247,565763,SARIMA,6.78,4,official_ticket_count,forecast
Anuradhapura,2029,11,November,39793,25260,14533,29844,49741,128887313,126180392,2706921,351505,137247,565763,SARIMA,6.78,4,official_ticket_count,forecast
Mirissa,2029,11,November,19189,15834,3355,14391,23986,35005621,34676884,328737,351505,137247,565763,SARIMA,6.78,4,official_ticket_count,forecast
Jaffna,2029,11,November,25922,2143,23779,19441,32402,3666666,2488212,1178453,351505,137247,565763,SARIMA,6.78,4,official_ticket_count,forecast
Trincomalee,2029,11,November,13987,4306,9681,10490,17483,24760238,23442518,1317719,351505,137247,565763,SARIMA,6.78,4,official_ticket_count,forecast
Kandy,2029,11,November,95841,39037,56804,71880,119801,231744700,214703500,17041200,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Dambulla,2029,11,November,60809,24768,36041,45606,76011,147036300,136224000,10812300,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Galle Fort,2029,11,November,130056,52973,77083,97542,162570,314476400,291351500,23124900,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Nuwara Eliya,2029,11,November,47086,19179,27907,35314,58857,113856600,105484500,8372100,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Unawatuna,2029,11,November,74317,30270,44047,55737,92896,179699100,166485000,13214100,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Adams Peak,2029,11,November,15695,6393,9302,11771,19618,37952100,35161500,2790600,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Bentota,2029,11,November,55738,22703,33035,41803,69672,134777000,124866500,9910500,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Arugam Bay,2029,11,November,35106,14299,20807,26329,43882,84886600,78644500,6242100,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Colombo,2029,11,November,58324,23756,34568,43743,72905,141028400,130658000,10370400,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Negombo,2029,11,November,73049,29754,43295,54786,91311,176635500,163647000,12988500,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Ella,2029,11,November,39827,16222,23605,29870,49783,96302500,89221000,7081500,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Pinnawala,2029,11,November,35229,14349,20880,26421,44036,85183500,78919500,6264000,351505,137247,565763,SARIMA,6.78,4,sltda_district_telecom,forecast
Sigiriya,2029,12,December,169676,101857,67819,127257,212095,650398091,643827237,6570853,416480,197660,635300,SARIMA,6.78,4,official_ticket_count,forecast
Yala,2029,12,December,178721,109169,69552,134040,223401,728238074,718484045,9754029,416480,197660,635300,SARIMA,6.78,4,official_ticket_count,forecast
Horton Plains,2029,12,December,54148,9049,45099,40611,67685,72341193,65823420,6517772,416480,197660,635300,SARIMA,6.78,4,official_ticket_count,forecast
Polonnaruwa,2029,12,December,36418,20133,16285,27313,45522,155663290,153252254,2411036,416480,197660,635300,SARIMA,6.78,4,official_ticket_count,forecast
Anuradhapura,2029,12,December,49279,29930,19349,36959,61598,153112230,149508279,3603951,416480,197660,635300,SARIMA,6.78,4,official_ticket_count,forecast
Mirissa,2029,12,December,23227,18760,4467,17420,29033,41522597,41084902,437695,416480,197660,635300,SARIMA,6.78,4,official_ticket_count,forecast
